est_method,cp_time,dets,error,habitat
knn,25,164,88,5
knn,25,164,37,5
knn,25,194,26,5
knn,25,194,56,5
knn,25,194,17,5
knn,25,127,61,5
knn,25,127,67,5
knn,25,127,58,5
knn,25,121,51,5
knn,25,121,157,5
knn,25,121,49,5
knn,25,95,37,5
knn,25,95,123,5
knn,25,95,51,5
knn,25,110,19,4
knn,25,110,124,4
knn,25,110,24,4
knn,25,75,42,4
knn,25,75,185,4
knn,25,75,47,4
knn,25,168,104,5
knn,25,168,37,5
knn,25,168,95,5
knn,25,107,120,5
knn,25,107,51,5
knn,25,107,53,5
knn,25,94,90,5
knn,25,94,42,5
knn,25,94,105,5
knn,25,124,45,4
knn,25,124,67,4
knn,25,124,67,4
knn,25,107,49,4
knn,25,107,12,4
knn,25,107,71,4
knn,25,103,85,5
knn,25,103,50,5
knn,25,103,85,5
knn,25,122,34,4
knn,25,122,26,4
knn,25,122,61,4
knn,25,138,67,5
knn,25,138,50,5
knn,25,138,50,5
knn,25,138,16,5
knn,25,138,17,5
knn,25,138,26,5
knn,25,98,336,5
knn,25,98,42,5
knn,25,98,34,5
knn,25,177,60,4
knn,25,177,17,4
knn,25,177,50,4
knn,25,188,86,5
knn,25,188,53,5
knn,25,188,52,5
knn,25,158,95,5
knn,25,158,42,5
knn,25,158,59,5
knn,25,183,137,4
knn,25,183,24,4
knn,25,183,132,4
knn,25,193,77,4
knn,25,193,23,4
knn,25,193,24,4
knn,25,149,94,4
knn,25,149,23,4
knn,25,149,129,4
knn,25,161,149,4
knn,25,161,17,4
knn,25,161,125,4
knn,25,110,153,4
knn,25,110,59,4
knn,25,110,217,4
knn,25,112,107,4
knn,25,112,34,4
knn,25,112,183,4
knn,25,98,136,4
knn,25,98,12,4
knn,25,98,90,4
knn,25,99,67,4
knn,25,99,49,4
knn,25,99,154,4
knn,25,106,100,4
knn,25,106,41,4
knn,25,106,118,4
knn,25,178,42,3
knn,25,178,84,3
knn,25,178,135,3
knn,25,121,50,4
knn,25,121,136,4
knn,25,121,125,4
knn,25,133,53,4
knn,25,133,72,4
knn,25,133,106,4
knn,25,120,0,4
knn,25,120,83,4
knn,25,120,90,4
knn,25,89,59,1
knn,25,89,60,1
knn,25,89,67,1
knn,25,249,50,4
knn,25,249,33,4
knn,25,249,25,4
knn,25,263,45,5
knn,25,263,33,5
knn,25,263,26,5
knn,25,245,42,4
knn,25,245,56,4
knn,25,245,50,4
knn,25,297,26,4
knn,25,297,37,4
knn,25,297,49,4
knn,25,129,317,4
knn,25,129,101,4
knn,25,129,50,4
knn,25,273,8,5
knn,25,273,25,5
knn,25,273,42,5
knn,25,319,26,5
knn,25,319,26,5
knn,25,319,17,5
knn,25,191,19,4
knn,25,191,42,4
knn,25,191,123,4
knn,25,154,49,3
knn,25,154,27,3
knn,25,154,47,3
knn,25,144,30,4
knn,25,144,83,4
knn,25,144,273,4
knn,25,153,8,4
knn,25,153,138,4
knn,25,153,56,4
knn,25,131,45,4
knn,25,131,59,4
knn,25,131,60,4
knn,25,119,92,3
knn,25,119,49,3
knn,25,119,146,3
knn,25,111,63,4
knn,25,111,143,4
knn,25,111,105,4
knn,25,131,12,4
knn,25,131,124,4
knn,25,131,183,4
knn,25,157,35,4
knn,25,157,116,4
knn,25,157,157,4
knn,25,125,42,4
knn,25,125,142,4
knn,25,125,148,4
knn,25,138,155,4
knn,25,138,106,4
knn,25,138,42,4
knn,25,159,162,4
knn,25,159,34,4
knn,25,159,67,4
knn,25,120,116,5
knn,25,120,30,5
knn,25,120,74,5
knn,25,122,125,5
knn,25,122,25,5
knn,25,122,45,5
knn,25,134,41,5
knn,25,134,48,5
knn,25,134,77,5
knn,25,124,42,4
knn,25,124,91,4
knn,25,124,67,4
knn,25,194,157,4
knn,25,194,59,4
knn,25,194,41,4
knn,25,90,153,5
knn,25,90,19,5
knn,25,90,270,5
knn,25,170,153,4
knn,25,170,19,4
knn,25,170,35,4
knn,25,141,150,4
knn,25,141,110,4
knn,25,141,109,4
knn,25,210,142,5
knn,25,210,33,5
knn,25,210,42,5
knn,25,164,112,4
knn,25,164,34,4
knn,25,164,19,4
knn,25,154,152,4
knn,25,154,25,4
knn,25,154,105,4
knn,25,171,148,4
knn,25,171,43,4
knn,25,171,35,4
knn,25,132,150,4
knn,25,132,117,4
knn,25,132,45,4
knn,25,137,225,4
knn,25,137,61,4
knn,25,137,75,4
knn,25,147,210,4
knn,25,147,45,4
knn,25,147,24,4
knn,25,118,179,5
knn,25,118,53,5
knn,25,118,42,5
knn,25,132,49,4
knn,25,132,53,4
knn,25,132,65,4
knn,25,85,26,4
knn,25,85,166,4
knn,25,85,35,4
knn,25,119,12,4
knn,25,119,19,4
knn,25,119,30,4
knn,25,93,42,2
knn,25,93,86,2
knn,25,93,24,2
knn,25,145,8,2
knn,25,145,59,2
knn,25,145,30,2
knn,25,118,50,4
knn,25,118,61,4
knn,25,118,37,4
knn,25,111,24,4
knn,25,111,50,4
knn,25,111,8,4
knn,25,134,24,4
knn,25,134,12,4
knn,25,134,42,4
knn,25,185,26,4
knn,25,185,37,4
knn,25,185,17,4
knn,25,140,24,4
knn,25,140,19,4
knn,25,140,343,4
knn,25,163,92,4
knn,25,163,58,4
knn,25,163,58,4
knn,25,108,75,4
knn,25,108,82,4
knn,25,108,71,4
knn,25,159,42,4
knn,25,159,30,4
knn,25,159,106,4
knn,25,147,42,4
knn,25,147,110,4
knn,25,147,110,4
knn,25,185,59,4
knn,25,185,51,4
knn,25,185,110,4
knn,25,188,34,4
knn,25,188,42,4
knn,25,188,49,4
knn,25,123,47,4
knn,25,123,253,4
knn,25,123,42,4
knn,25,147,50,4
knn,25,147,61,4
knn,25,147,33,4
knn,25,70,101,4
knn,25,70,190,4
knn,25,70,216,4
knn,25,113,146,4
knn,25,113,93,4
knn,25,113,87,4
knn,25,237,30,3
knn,25,237,47,3
knn,25,237,19,3
knn,25,160,17,4
knn,25,160,37,4
knn,25,160,50,4
knn,25,228,8,4
knn,25,228,8,4
knn,25,228,42,4
knn,25,162,59,2
knn,25,162,51,2
knn,25,162,34,2
knn,25,180,33,2
knn,25,180,19,2
knn,25,180,61,2
knn,25,162,37,2
knn,25,162,53,2
knn,25,162,53,2
knn,25,231,25,2
knn,25,231,51,2
knn,25,231,92,2
knn,25,184,26,4
knn,25,184,42,4
knn,25,184,30,4
knn,25,233,35,4
knn,25,233,17,4
knn,25,233,23,4
knn,25,189,26,4
knn,25,189,19,4
knn,25,189,30,4
knn,25,251,42,3
knn,25,251,17,3
knn,25,251,34,3
knn,25,273,19,3
knn,25,273,19,3
knn,25,273,19,3
knn,25,186,30,4
knn,25,186,37,4
knn,25,186,35,4
knn,25,267,34,4
knn,25,267,59,4
knn,25,267,45,4
knn,25,244,37,4
knn,25,244,8,4
knn,25,244,69,4
knn,25,205,24,4
knn,25,205,34,4
knn,25,205,26,4
knn,25,232,26,4
knn,25,232,56,4
knn,25,232,56,4
knn,25,242,17,3
knn,25,242,42,3
knn,25,242,51,3
knn,25,250,17,3
knn,25,250,53,3
knn,25,250,42,3
knn,25,221,25,4
knn,25,221,17,4
knn,25,221,49,4
knn,25,193,35,5
knn,25,193,53,5
knn,25,193,53,5
knn,25,216,134,5
knn,25,216,24,5
knn,25,216,53,5
knn,25,187,59,4
knn,25,187,79,4
knn,25,187,8,4
knn,25,154,42,4
knn,25,154,26,4
knn,25,154,8,4
knn,25,250,77,4
knn,25,250,19,4
knn,25,250,53,4
knn,25,180,58,4
knn,25,180,30,4
knn,25,180,37,4
knn,25,186,51,2
knn,25,186,59,2
knn,25,186,33,2
knn,25,154,56,1
knn,25,154,37,1
knn,25,154,17,1
knn,25,162,56,1
knn,25,162,35,1
knn,25,162,24,1
knn,25,159,53,1
knn,25,159,59,1
knn,25,159,69,1
knn,25,115,247,4
knn,25,115,78,4
knn,25,115,49,4
knn,25,180,33,5
knn,25,180,33,5
knn,25,180,12,5
knn,25,106,387,4
knn,25,106,19,4
knn,25,106,42,4
knn,25,200,50,4
knn,25,200,53,4
knn,25,200,19,4
knn,25,192,56,5
knn,25,192,34,5
knn,25,192,34,5
knn,25,164,33,5
knn,25,164,34,5
knn,25,164,17,5
knn,25,233,113,5
knn,25,233,42,5
knn,25,233,17,5
knn,25,166,98,2
knn,25,166,30,2
knn,25,166,42,2
knn,25,220,69,2
knn,25,220,12,2
knn,25,220,83,2
knn,25,217,183,2
knn,25,217,12,2
knn,25,217,25,2
knn,25,212,67,2
knn,25,212,49,2
knn,25,212,42,2
knn,25,226,30,5
knn,25,226,47,5
knn,25,226,63,5
knn,25,220,67,4
knn,25,220,30,4
knn,25,220,49,4
knn,25,172,171,5
knn,25,172,33,5
knn,25,172,26,5
knn,25,194,12,5
knn,25,194,24,5
knn,25,194,53,5
knn,25,235,53,3
knn,25,235,51,3
knn,25,235,37,3
knn,25,190,50,3
knn,25,190,42,3
knn,25,190,37,3
knn,25,133,0,3
knn,25,133,8,3
knn,25,133,8,3
knn,25,389,100,4
knn,25,389,108,4
knn,25,389,26,4
knn,25,204,12,4
knn,25,204,53,4
knn,25,204,45,4
knn,25,213,26,2
knn,25,213,17,2
knn,25,213,12,2
knn,25,243,8,3
knn,25,243,35,3
knn,25,243,12,3
knn,25,236,12,2
knn,25,236,8,2
knn,25,236,42,2
knn,25,203,53,2
knn,25,203,33,2
knn,25,203,43,2
knn,25,232,17,2
knn,25,232,12,2
knn,25,232,71,2
knn,25,196,34,4
knn,25,196,12,4
knn,25,196,26,4
knn,25,208,50,4
knn,25,208,19,4
knn,25,208,82,4
knn,25,486,95,4
knn,25,486,79,4
knn,25,486,69,4
knn,25,246,72,4
knn,25,246,19,4
knn,25,246,17,4
knn,25,157,67,4
knn,25,157,51,4
knn,25,157,33,4
knn,25,144,37,4
knn,25,144,33,4
knn,25,144,156,4
knn,25,203,90,2
knn,25,203,12,2
knn,25,203,65,2
knn,25,187,118,2
knn,25,187,30,2
knn,25,187,59,2
knn,25,177,107,2
knn,25,177,43,2
knn,25,177,8,2
knn,25,136,102,1
knn,25,136,25,1
knn,25,136,112,1
knn,25,172,85,1
knn,25,172,0,1
knn,25,172,33,1
knn,25,157,8,5
knn,25,157,34,5
knn,25,157,30,5
knn,25,150,33,5
knn,25,150,30,5
knn,25,150,19,5
knn,25,123,49,5
knn,25,123,42,5
knn,25,123,65,5
knn,25,214,83,2
knn,25,214,69,2
knn,25,214,84,2
knn,25,218,34,3
knn,25,218,60,3
knn,25,218,82,3
knn,25,189,25,2
knn,25,189,19,2
knn,25,189,152,2
knn,25,175,158,3
knn,25,175,47,3
knn,25,175,8,3
knn,25,194,8,3
knn,25,194,19,3
knn,25,194,34,3
knn,25,246,26,3
knn,25,246,19,3
knn,25,246,42,3
knn,25,225,19,4
knn,25,225,35,4
knn,25,225,51,4
knn,25,237,19,2
knn,25,237,30,2
knn,25,237,24,2
knn,25,187,8,4
knn,25,187,0,4
knn,25,187,60,4
knn,25,197,8,5
knn,25,197,17,5
knn,25,197,26,5
knn,25,220,195,5
knn,25,220,37,5
knn,25,220,8,5
knn,25,187,172,4
knn,25,187,34,4
knn,25,187,148,4
knn,25,216,108,3
knn,25,216,30,3
knn,25,216,67,3
knn,25,205,25,3
knn,25,205,37,3
knn,25,205,26,3
knn,25,161,53,2
knn,25,161,59,2
knn,25,161,26,2
knn,25,196,37,2
knn,25,196,37,2
knn,25,196,47,2
knn,25,223,50,1
knn,25,223,24,1
knn,25,223,53,1
knn,25,183,34,3
knn,25,183,35,3
knn,25,183,19,3
knn,25,203,19,3
knn,25,203,65,3
knn,25,203,8,3
knn,25,239,30,1
knn,25,239,42,1
knn,25,239,17,1
knn,25,535,41,2
knn,25,535,67,2
knn,25,535,30,2
knn,25,185,24,2
knn,25,185,56,2
knn,25,185,33,2
knn,25,224,19,1
knn,25,224,19,1
knn,25,224,25,1
knn,25,248,19,3
knn,25,248,37,3
knn,25,248,19,3
knn,25,236,17,3
knn,25,236,17,3
knn,25,236,34,3
knn,25,236,17,2
knn,25,236,69,2
knn,25,236,24,2
knn,25,246,8,2
knn,25,246,34,2
knn,25,246,12,2
knn,25,235,17,4
knn,25,235,25,4
knn,25,235,17,4
knn,25,187,26,4
knn,25,187,51,4
knn,25,187,8,4
knn,25,210,24,4
knn,25,210,34,4
knn,25,210,26,4
knn,25,206,23,2
knn,25,206,217,2
knn,25,206,25,2
knn,25,222,37,2
knn,25,222,95,2
knn,25,222,33,2
knn,25,217,50,4
knn,25,217,50,4
knn,25,217,50,4
knn,25,197,53,2
knn,25,197,45,2
knn,25,197,42,2
knn,25,392,29,2
knn,25,392,33,2
knn,25,392,17,2
knn,25,410,41,2
knn,25,410,42,2
knn,25,410,37,2
knn,25,184,105,5
knn,25,184,45,5
knn,25,184,72,5
knn,25,166,34,5
knn,25,166,25,5
knn,25,166,49,5
knn,25,113,459,4
knn,25,113,35,4
knn,25,113,37,4
knn,25,231,47,4
knn,25,231,35,4
knn,25,231,12,4
knn,25,205,69,4
knn,25,205,17,4
knn,25,205,53,4
knn,25,433,59,4
knn,25,433,60,4
knn,25,433,35,4
knn,25,207,59,4
knn,25,207,26,4
knn,25,207,85,4
knn,25,151,389,3
knn,25,151,42,3
knn,25,151,30,3
knn,25,171,160,3
knn,25,171,19,3
knn,25,171,24,3
knn,25,245,45,3
knn,25,245,17,3
knn,25,245,45,3
knn,25,236,59,3
knn,25,236,19,3
knn,25,236,24,3
knn,25,139,56,5
knn,25,139,25,5
knn,25,139,24,5
knn,25,228,75,4
knn,25,228,26,4
knn,25,228,41,4
knn,25,243,67,3
knn,25,243,19,3
knn,25,243,12,3
knn,25,240,108,3
knn,25,240,17,3
knn,25,240,17,3
knn,25,252,60,3
knn,25,252,12,3
knn,25,252,37,3
knn,25,253,8,4
knn,25,253,25,4
knn,25,253,25,4
knn,25,208,49,2
knn,25,208,17,2
knn,25,208,25,2
knn,25,221,50,2
knn,25,221,34,2
knn,25,221,51,2
knn,25,200,42,2
knn,25,200,35,2
knn,25,200,83,2
knn,25,221,43,4
knn,25,221,42,4
knn,25,221,34,4
knn,25,207,42,1
knn,25,207,17,1
knn,25,207,12,1
knn,25,184,53,2
knn,25,184,30,2
knn,25,184,37,2
knn,25,150,42,2
knn,25,150,37,2
knn,25,150,33,2
knn,25,173,30,2
knn,25,173,24,2
knn,25,173,24,2
knn,25,236,42,2
knn,25,236,30,2
knn,25,236,65,2
knn,25,244,26,2
knn,25,244,33,2
knn,25,244,86,2
knn,25,227,67,2
knn,25,227,30,2
knn,25,227,108,2
knn,25,176,30,2
knn,25,176,42,2
knn,25,176,83,2
knn,25,171,42,2
knn,25,171,60,2
knn,25,171,255,2
knn,25,241,19,2
knn,25,241,30,2
knn,25,241,67,2
knn,25,262,37,2
knn,25,262,25,2
knn,25,262,66,2
knn,25,250,56,2
knn,25,250,24,2
knn,25,250,72,2
knn,25,214,291,1
knn,25,214,26,1
knn,25,214,37,1
knn,25,265,42,2
knn,25,265,12,2
knn,25,265,19,2
knn,25,252,24,4
knn,25,252,12,4
knn,25,252,12,4
knn,25,257,37,2
knn,25,257,35,2
knn,25,257,17,2
knn,25,269,9,2
knn,25,269,50,2
knn,25,269,16,2
knn,25,263,12,3
knn,25,263,18,3
knn,25,263,9,3
knn,25,239,42,3
knn,25,239,12,3
knn,25,239,17,3
knn,25,177,61,3
knn,25,177,77,3
knn,25,177,35,3
knn,25,236,50,1
knn,25,236,47,1
knn,25,236,50,1
knn,25,207,17,1
knn,25,207,26,1
knn,25,207,25,1
knn,25,226,42,3
knn,25,226,60,3
knn,25,226,12,3
knn,25,232,24,1
knn,25,232,19,1
knn,25,232,34,1
knn,25,166,25,4
knn,25,166,17,4
knn,25,166,0,4
knn,25,193,24,4
knn,25,193,26,4
knn,25,193,33,4
knn,25,168,8,4
knn,25,168,30,4
knn,25,168,51,4
knn,25,204,24,2
knn,25,204,19,2
knn,25,204,61,2
knn,25,228,19,5
knn,25,228,90,5
knn,25,228,100,5
knn,25,269,17,2
knn,25,269,56,2
knn,25,269,67,2
knn,25,227,25,2
knn,25,227,49,2
knn,25,227,67,2
knn,25,291,8,2
knn,25,291,26,2
knn,25,291,8,2
knn,25,209,12,2
knn,25,209,75,2
knn,25,209,19,2
knn,25,238,24,2
knn,25,238,381,2
knn,25,238,12,2
knn,25,296,37,2
knn,25,296,53,2
knn,25,296,42,2
knn,25,296,12,2
knn,25,296,26,2
knn,25,296,61,2
knn,25,321,8,2
knn,25,321,12,2
knn,25,321,43,2
knn,25,264,26,4
knn,25,264,42,4
knn,25,264,34,4
knn,25,277,19,3
knn,25,277,33,3
knn,25,277,35,3
knn,25,325,17,3
knn,25,325,56,3
knn,25,325,42,3
knn,25,242,50,3
knn,25,242,56,3
knn,25,242,0,3
knn,25,238,24,3
knn,25,238,50,3
knn,25,238,30,3
knn,25,208,12,3
knn,25,208,30,3
knn,25,208,373,3
knn,25,261,34,3
knn,25,261,12,3
knn,25,261,19,3
knn,25,219,24,1
knn,25,219,35,1
knn,25,219,8,1
knn,25,210,37,1
knn,25,210,12,1
knn,25,210,34,1
knn,25,262,84,2
knn,25,262,37,2
knn,25,262,0,2
knn,25,159,92,5
knn,25,159,24,5
knn,25,159,48,5
knn,25,158,60,5
knn,25,158,17,5
knn,25,158,12,5
knn,25,167,109,5
knn,25,167,17,5
knn,25,167,12,5
knn,25,188,51,4
knn,25,188,17,4
knn,25,188,8,4
knn,25,228,75,3
knn,25,228,17,3
knn,25,228,12,3
knn,25,241,8,4
knn,25,241,17,4
knn,25,241,33,4
knn,25,212,113,2
knn,25,212,25,2
knn,25,212,8,2
knn,25,289,30,2
knn,25,289,30,2
knn,25,289,34,2
knn,25,196,208,4
knn,25,196,34,4
knn,25,196,37,4
knn,25,243,8,3
knn,25,243,26,3
knn,25,243,43,3
knn,25,212,194,2
knn,25,212,37,2
knn,25,212,17,2
knn,25,181,63,2
knn,25,181,37,2
knn,25,181,12,2
knn,25,230,111,3
knn,25,230,53,3
knn,25,230,33,3
knn,25,224,108,3
knn,25,224,8,3
knn,25,224,19,3
knn,25,183,35,2
knn,25,183,30,2
knn,25,183,35,2
knn,25,183,25,2
knn,25,183,51,2
knn,25,183,8,2
knn,25,211,34,3
knn,25,211,17,3
knn,25,211,37,3
knn,25,176,37,4
knn,25,176,37,4
knn,25,176,12,4
knn,25,173,12,4
knn,25,173,60,4
knn,25,173,26,4
knn,25,213,8,4
knn,25,213,65,4
knn,25,213,50,4
knn,25,210,26,3
knn,25,210,52,3
knn,25,210,25,3
knn,25,241,25,3
knn,25,241,26,3
knn,25,241,19,3
knn,25,207,0,2
knn,25,207,12,2
knn,25,207,17,2
knn,25,315,19,3
knn,25,315,19,3
knn,25,315,19,3
knn,25,206,108,3
knn,25,206,42,3
knn,25,206,118,3
knn,25,247,25,3
knn,25,247,132,3
knn,25,247,12,3
knn,25,234,53,2
knn,25,234,37,2
knn,25,234,83,2
knn,25,201,42,2
knn,25,201,43,2
knn,25,201,30,2
knn,25,129,17,3
knn,25,129,45,3
knn,25,129,25,3
knn,25,185,8,3
knn,25,185,130,3
knn,25,185,26,3
knn,25,195,51,1
knn,25,195,33,1
knn,25,195,45,1
knn,25,124,34,4
knn,25,124,67,4
knn,25,124,67,4
knn,25,238,56,3
knn,25,238,17,3
knn,25,238,19,3
knn,25,152,17,4
knn,25,152,51,4
knn,25,152,17,4
knn,25,207,35,4
knn,25,207,56,4
knn,25,207,35,4
knn,25,218,34,4
knn,25,218,118,4
knn,25,218,12,4
knn,25,207,34,4
knn,25,207,24,4
knn,25,207,49,4
knn,25,184,26,3
knn,25,184,30,3
knn,25,184,42,3
knn,25,263,34,3
knn,25,263,23,3
knn,25,263,24,3
knn,25,267,45,3
knn,25,267,26,3
knn,25,267,26,3
knn,25,210,56,3
knn,25,210,90,3
knn,25,210,35,3
knn,25,246,53,3
knn,25,246,75,3
knn,25,246,26,3
knn,25,234,37,3
knn,25,234,33,3
knn,25,234,53,3
knn,25,238,17,2
knn,25,238,136,2
knn,25,238,67,2
knn,25,187,41,3
knn,25,187,43,3
knn,25,187,103,3
knn,25,265,26,4
knn,25,265,36,4
knn,25,265,19,4
knn,25,239,30,3
knn,25,239,8,3
knn,25,239,8,3
knn,25,219,47,3
knn,25,219,19,3
knn,25,219,16,3
knn,25,196,42,3
knn,25,196,17,3
knn,25,196,63,3
knn,25,242,78,3
knn,25,242,24,3
knn,25,242,30,3
knn,25,213,8,1
knn,25,213,27,1
knn,25,213,12,1
knn,25,217,72,1
knn,25,217,75,1
knn,25,217,56,1
knn,25,155,53,4
knn,25,155,26,4
knn,25,155,12,4
knn,25,235,26,1
knn,25,235,26,1
knn,25,235,17,1
knn,25,225,69,4
knn,25,225,17,4
knn,25,225,12,4
knn,25,270,36,3
knn,25,270,37,3
knn,25,270,56,3
knn,25,268,37,3
knn,25,268,60,3
knn,25,268,53,3
knn,25,289,30,3
knn,25,289,34,3
knn,25,289,71,3
knn,25,248,42,3
knn,25,248,113,3
knn,25,248,30,3
knn,25,277,35,2
knn,25,277,69,2
knn,25,277,77,2
knn,25,275,25,1
knn,25,275,26,1
knn,25,275,26,1
knn,25,303,19,1
knn,25,303,19,1
knn,25,303,51,1
knn,25,234,19,2
knn,25,234,17,2
knn,25,234,85,2
knn,25,235,37,1
knn,25,235,37,1
knn,25,235,12,1
knn,25,306,83,2
knn,25,306,59,2
knn,25,306,83,2
knn,25,225,26,2
knn,25,225,89,2
knn,25,225,26,2
knn,25,166,67,2
knn,25,166,76,2
knn,25,166,0,2
knn,25,254,17,1
knn,25,254,35,1
knn,25,254,26,1
knn,25,195,47,1
knn,25,195,35,1
knn,25,195,118,1
knn,25,125,35,4
knn,25,125,79,4
knn,25,125,41,4
knn,25,202,8,4
knn,25,202,8,4
knn,25,202,34,4
knn,25,141,47,4
knn,25,141,58,4
knn,25,141,12,4
knn,25,157,59,5
knn,25,157,34,5
knn,25,157,34,5
knn,25,235,59,4
knn,25,235,49,4
knn,25,235,42,4
knn,25,207,41,2
knn,25,207,56,2
knn,25,207,681,2
knn,25,120,17,3
knn,25,120,25,3
knn,25,120,26,3
knn,25,302,37,4
knn,25,302,30,4
knn,25,302,82,4
knn,25,318,24,4
knn,25,318,37,4
knn,25,318,64,4
knn,25,241,12,4
knn,25,241,37,4
knn,25,241,37,4
knn,25,167,53,4
knn,25,167,30,4
knn,25,167,25,4
knn,25,295,24,5
knn,25,295,51,5
knn,25,295,34,5
knn,25,348,33,4
knn,25,348,58,4
knn,25,348,83,4
knn,25,392,17,4
knn,25,392,26,4
knn,25,392,58,4
knn,25,233,17,4
knn,25,233,12,4
knn,25,233,18,4
knn,25,230,77,4
knn,25,230,35,4
knn,25,230,30,4
knn,25,197,61,3
knn,25,197,51,3
knn,25,197,402,3
knn,25,246,50,3
knn,25,246,51,3
knn,25,246,33,3
knn,25,185,123,1
knn,25,185,48,1
knn,25,185,17,1
knn,25,224,19,3
knn,25,224,103,3
knn,25,224,51,3
knn,25,179,33,4
knn,25,179,71,4
knn,25,179,72,4
knn,25,246,56,1
knn,25,246,34,1
knn,25,246,50,1
knn,25,199,67,1
knn,25,199,66,1
knn,25,199,34,1
knn,25,229,12,2
knn,25,229,12,2
knn,25,229,77,2
knn,25,123,17,2
knn,25,123,37,2
knn,25,123,30,2
knn,25,162,26,4
knn,25,162,30,4
knn,25,162,43,4
knn,25,179,33,4
knn,25,179,33,4
knn,25,179,24,4
knn,25,161,8,1
knn,25,161,17,1
knn,25,161,8,1
knn,25,218,12,1
knn,25,218,18,1
knn,25,218,37,1
knn,25,163,19,4
knn,25,163,45,4
knn,25,163,71,4
knn,25,111,19,4
knn,25,111,61,4
knn,25,111,79,4
knn,25,167,19,4
knn,25,167,19,4
knn,25,167,12,4
knn,25,156,45,4
knn,25,156,24,4
knn,25,156,26,4
knn,25,171,26,4
knn,25,171,35,4
knn,25,171,33,4
knn,25,126,8,1
knn,25,126,618,1
knn,25,126,42,1
knn,25,121,72,4
knn,25,121,19,4
knn,25,121,45,4
knn,25,153,37,4
knn,25,153,19,4
knn,25,153,79,4
knn,25,135,50,4
knn,25,135,24,4
knn,25,135,35,4
knn,25,162,12,1
knn,25,162,17,1
knn,25,162,17,1
knn,25,191,26,1
knn,25,191,71,1
knn,25,191,30,1
knn,25,150,50,4
knn,25,150,50,4
knn,25,150,50,4
knn,25,165,116,4
knn,25,165,17,4
knn,25,165,17,4
knn,25,116,16,4
knn,25,116,17,4
knn,25,116,17,4
knn,25,153,11,4
knn,25,153,50,4
knn,25,153,25,4
knn,25,173,35,4
knn,25,173,26,4
knn,25,173,75,4
knn,30,129,41,4
knn,30,129,30,4
knn,30,129,37,4
knn,30,165,45,5
knn,30,165,109,5
knn,30,165,75,5
knn,30,184,86,5
knn,30,184,42,5
knn,30,184,109,5
knn,30,150,49,4
knn,30,150,71,4
knn,30,150,43,4
knn,30,97,35,4
knn,30,97,35,4
knn,30,97,42,4
knn,30,95,82,4
knn,30,95,34,4
knn,30,95,60,4
knn,30,134,97,4
knn,30,134,95,4
knn,30,134,49,4
knn,30,107,60,4
knn,30,107,33,4
knn,30,107,35,4
knn,30,108,25,4
knn,30,108,42,4
knn,30,108,53,4
knn,30,123,30,4
knn,30,123,42,4
knn,30,123,8,4
knn,30,145,26,4
knn,30,145,71,4
knn,30,145,26,4
knn,30,109,42,4
knn,30,109,34,4
knn,30,109,8,4
knn,30,102,35,4
knn,30,102,65,4
knn,30,102,34,4
knn,30,134,51,3
knn,30,134,35,3
knn,30,134,43,3
knn,30,139,17,3
knn,30,139,25,3
knn,30,139,30,3
knn,30,126,12,3
knn,30,126,17,3
knn,30,126,8,3
knn,30,191,42,4
knn,30,191,49,4
knn,30,191,87,4
knn,30,126,43,1
knn,30,126,61,1
knn,30,126,34,1
knn,30,148,8,4
knn,30,148,26,4
knn,30,148,53,4
knn,30,199,12,4
knn,30,199,42,4
knn,30,199,23,4
knn,30,225,26,4
knn,30,225,26,4
knn,30,225,26,4
knn,30,91,12,4
knn,30,91,59,4
knn,30,91,67,4
knn,30,84,42,4
knn,30,84,133,4
knn,30,84,0,4
knn,30,84,47,4
knn,30,84,159,4
knn,30,84,64,4
knn,30,72,43,3
knn,30,72,95,3
knn,30,72,37,3
knn,30,62,25,3
knn,30,62,34,3
knn,30,62,25,3
knn,30,81,71,3
knn,30,81,75,3
knn,30,81,37,3
knn,30,54,30,3
knn,30,54,37,3
knn,30,54,37,3
knn,30,98,56,4
knn,30,98,82,4
knn,30,98,69,4
knn,30,112,17,3
knn,30,112,17,3
knn,30,112,17,3
knn,30,147,26,4
knn,30,147,30,4
knn,30,147,8,4
knn,30,125,17,4
knn,30,125,35,4
knn,30,125,37,4
knn,30,157,34,4
knn,30,157,49,4
knn,30,157,45,4
knn,30,114,65,4
knn,30,114,71,4
knn,30,114,53,4
knn,30,126,67,4
knn,30,126,59,4
knn,30,126,12,4
knn,30,165,42,3
knn,30,165,100,3
knn,30,165,67,3
knn,30,93,26,3
knn,30,93,27,3
knn,30,93,43,3
knn,30,105,26,3
knn,30,105,63,3
knn,30,105,43,3
knn,30,160,24,5
knn,30,160,35,5
knn,30,160,117,5
knn,30,102,24,5
knn,30,102,42,5
knn,30,102,24,5
knn,30,95,42,4
knn,30,95,53,4
knn,30,95,51,4
knn,30,81,37,4
knn,30,81,26,4
knn,30,81,67,4
knn,30,107,8,4
knn,30,107,34,4
knn,30,107,26,4
knn,30,138,24,1
knn,30,138,82,1
knn,30,138,34,1
knn,30,56,17,4
knn,30,56,17,4
knn,30,56,17,4
knn,30,86,37,4
knn,30,86,35,4
knn,30,86,37,4
knn,30,116,42,5
knn,30,116,17,5
knn,30,116,33,5
knn,30,109,51,4
knn,30,109,34,4
knn,30,109,53,4
